date,leader,role,approve,disapprove,undecided,net,printings,agreeing,disputed,date_basis,label,first_issue,issues
1980-03-29,fraser,pm,38,45,17,-7,5,5,0,printed,"March 22,29",1980-05-20,nla.obj-1193173834 nla.obj-1303319476 nla.obj-1356780955 nla.obj-1438475085 nla.obj-1438686809
1980-03-29,hayden,opposition,37,33,30,4,5,5,0,printed,"March 22,29",1980-05-20,nla.obj-1193173834 nla.obj-1303319476 nla.obj-1356780955 nla.obj-1438475085 nla.obj-1438686809
1980-04-12,fraser,pm,37,48,15,-11,5,5,0,printed,"Aprils, 12",1980-05-20,nla.obj-1193173834 nla.obj-1303319476 nla.obj-1356780955 nla.obj-1438686809 nla.obj-1438900823
1980-04-12,hayden,opposition,37,35,28,2,6,6,0,printed,"Aprils, 12",1980-05-20,nla.obj-1193173834 nla.obj-1303319476 nla.obj-1356780955 nla.obj-1438686809 nla.obj-1438810405 nla.obj-1438900823
1980-04-26,fraser,pm,39,46,15,-7,7,7,0,printed,"April 19,26",1980-05-20,nla.obj-1193173834 nla.obj-1303319476 nla.obj-1303440543 nla.obj-1356780955 nla.obj-1438686809 nla.obj-1438900823 nla.obj-1444884093
1980-04-26,hayden,opposition,35,36,29,-1,8,8,0,printed,"April 19,26",1980-05-20,nla.obj-1193173834 nla.obj-1303319476 nla.obj-1303440543 nla.obj-1356780955 nla.obj-1438686809 nla.obj-1438810405 nla.obj-1438900823 nla.obj-1444884093
1980-05-10,fraser,pm,42,43,15,-1,4,4,0,printed,"May 3, 10",1980-06-03,nla.obj-1303319476 nla.obj-1356780955 nla.obj-1438686809 nla.obj-1438900823
1980-05-10,hayden,opposition,38,36,26,2,4,4,0,printed,"May 3, 10",1980-06-17,nla.obj-1356780955 nla.obj-1438686809 nla.obj-1438810405 nla.obj-1438900823
1980-05-24,fraser,pm,43,43,14,0,2,2,0,printed,"May 17, 24",1980-06-17,nla.obj-1356780955 nla.obj-1438686809
1980-05-24,hayden,opposition,39,36,25,3,2,2,0,printed,"May 17, 24",1980-06-17,nla.obj-1356780955 nla.obj-1438686809
1980-06-07,fraser,pm,43,44,13,-1,4,4,0,printed,"May 31, June 7",1980-07-15,nla.obj-1303440543 nla.obj-1438686809 nla.obj-1438900823 nla.obj-1444884093
1980-06-07,hayden,opposition,39,37,24,2,5,5,0,printed,"May 31, June 7",1980-07-15,nla.obj-1303440543 nla.obj-1438686809 nla.obj-1438810405 nla.obj-1438900823 nla.obj-1444884093
1980-06-21,fraser,pm,41,46,13,-5,4,4,0,printed,"June 14, 21",1980-07-15,nla.obj-1303440543 nla.obj-1438686809 nla.obj-1438900823 nla.obj-1444884093
1980-06-21,hayden,opposition,38,37,25,1,5,5,0,printed,"June 14, 21",1980-07-15,nla.obj-1303440543 nla.obj-1438686809 nla.obj-1438810405 nla.obj-1438900823 nla.obj-1444884093
1980-07-05,fraser,pm,40,44,16,-4,2,2,0,printed,"June 28, July 5",1980-08-12,nla.obj-1438900823 nla.obj-1444884093
1980-07-05,hayden,opposition,36,36,28,0,2,2,0,printed,"June 28, July 5",1980-07-29,nla.obj-1438810405 nla.obj-1438900823
1980-07-19,fraser,pm,36,49,15,-13,2,2,0,printed,"July 12, 19",1980-08-12,nla.obj-1438900823 nla.obj-1444884093
1980-07-19,hayden,opposition,36,37,27,-1,2,2,0,printed,"July 12, 19",1980-08-12,nla.obj-1438900823 nla.obj-1444884093
1980-08-02,fraser,pm,35,51,14,-16,2,2,0,printed,"July 26, Aug 2",1980-08-26,nla.obj-1303440543 nla.obj-1444884093
1980-08-02,hayden,opposition,38,35,27,3,2,2,0,printed,"July 26, Aug 2",1980-08-26,nla.obj-1303440543 nla.obj-1444884093
1980-08-15,peacock,unknown,56,17,27,39,3,3,0,month,"August, 1980",1983-04-19,nla.obj-1311899419 nla.obj-1314371540 nla.obj-1923534194
1980-08-16,fraser,pm,39,45,16,-6,1,1,0,printed,"Aug 9, 16",1980-09-30,nla.obj-1303440543
1980-08-16,hayden,opposition,39,35,26,4,1,1,0,printed,"Aug 9, 16",1980-09-30,nla.obj-1303440543
1980-08-30,fraser,pm,38,45,17,-7,1,1,0,printed,"Aug 23, 30",1980-09-30,nla.obj-1303440543
1980-08-30,hayden,opposition,38,35,27,3,1,1,0,printed,"Aug 23, 30",1980-09-30,nla.obj-1303440543
1980-09-13,fraser,pm,39,44,17,-5,1,1,0,printed,"Sept 6, 13",1980-09-30,nla.obj-1303440543
1980-09-13,hayden,opposition,40,32,28,8,1,1,0,printed,"Sept 6, 13",1980-09-30,nla.obj-1303440543
1980-10-05,fraser,pm,39,47,14,-8,2,2,0,printed,"Oct 4,5",1981-06-30,nla.obj-1206933228 nla.obj-1304654267
1980-10-05,hayden,opposition,49,30,21,19,2,2,0,printed,"Oct 4,5",1981-06-30,nla.obj-1206933228 nla.obj-1304654267
1980-10-18,fraser,pm,40,44,16,-4,4,4,0,printed,"Oct 18 (Elec day)",1981-06-30,nla.obj-1206933228 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1304654267
1980-10-18,hayden,opposition,54,25,21,29,3,3,0,printed,"Oct 18 (Elec day)",1981-06-30,nla.obj-1206933228 nla.obj-1224776684 nla.obj-1304654267
1980-11-01,fraser,pm,45,42,13,3,4,4,0,printed,"Oct 25, Nov 1",1981-06-30,nla.obj-1206933228 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1304654267
1980-11-01,hayden,opposition,56,25,19,31,3,3,0,printed,"Oct 25, Nov 1",1981-06-30,nla.obj-1206933228 nla.obj-1224776684 nla.obj-1304654267
1980-11-29,fraser,pm,47,40,13,7,4,4,0,printed,"Nov 22,29",1981-06-30,nla.obj-1206933228 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1304654267
1980-11-29,hayden,opposition,52,25,23,27,3,3,0,printed,"Nov 22,29",1981-06-30,nla.obj-1206933228 nla.obj-1224776684 nla.obj-1304654267
1980-12-13,fraser,pm,45,42,13,3,4,4,0,printed,"Dec 6, 13",1981-06-30,nla.obj-1206933228 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1304654267
1980-12-13,hayden,opposition,51,27,22,24,3,3,0,printed,"Dec 6, 13",1981-06-30,nla.obj-1206933228 nla.obj-1224776684 nla.obj-1304654267
1981-01-17,fraser,pm,39,41,20,-2,6,6,0,printed,"Jan 10, 17",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1304654267
1981-01-17,hayden,opposition,44,26,30,18,6,6,0,printed,"Jan 10,17",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1304654267
1981-01-31,fraser,pm,45,39,16,6,3,3,0,printed,"Jan 24,31",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1304654267
1981-01-31,hayden,opposition,50,25,25,25,3,3,0,printed,"Jan 24,31",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1304654267
1981-02-14,fraser,pm,44,39,17,5,7,7,0,printed,"Feb 7,14",1981-06-30,nla.obj-1150270646 nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1305052533
1981-02-14,hayden,opposition,45,29,26,16,8,8,0,printed,"Feb 7,14",1981-06-30,nla.obj-1150270646 nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1304654267 nla.obj-1305052533
1981-02-28,fraser,pm,43,40,17,3,3,3,0,printed,"Feb 21,28",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1305052533
1981-02-28,hayden,opposition,44,30,26,14,4,4,0,printed,"Feb 21,28",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1304654267 nla.obj-1305052533
1981-03-14,fraser,pm,46,40,14,6,7,7,0,printed,"Mar 7,14",1981-06-30,nla.obj-1150270646 nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1305052533
1981-03-14,hayden,opposition,46,32,22,14,8,8,0,printed,"Mar 7,14",1981-06-30,nla.obj-1150270646 nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1304654267 nla.obj-1305052533
1981-03-28,fraser,pm,43,40,17,3,3,3,0,printed,"Mar 21,28",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1305052533
1981-03-28,hayden,opposition,43,31,26,12,4,4,0,printed,"Mar 21,28",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1304654267 nla.obj-1305052533
1981-04-11,fraser,pm,46,37,17,9,10,10,0,printed,"Apr 4,11",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-04-11,hayden,opposition,46,28,26,18,11,11,0,printed,"Apr 4, 11",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1304654267 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-04-19,fraser,pm,34,52,14,-18,11,11,0,printed,"April 18,19",1981-06-30,nla.obj-1150270646 nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-04-19,hayden,opposition,44,33,23,11,13,13,0,printed,"Apr 18,19",1981-06-30,nla.obj-1150270646 nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1304654267 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-04-19,peacock,unknown,63,14,23,49,3,3,0,printed,"April 18/19,1981",1983-04-19,nla.obj-1311899419 nla.obj-1314371540 nla.obj-1923534194
1981-04-26,fraser,pm,39,48,13,-9,3,3,0,printed,"Apr 25,26",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1305052533
1981-04-26,hayden,opposition,44,33,23,11,4,4,0,printed,"Apr 25,26",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1304654267 nla.obj-1305052533
1981-05-03,fraser,pm,35,52,13,-17,11,11,0,printed,"May 2,3",1981-06-30,nla.obj-1150270646 nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-05-03,hayden,opposition,41,34,25,7,13,13,0,printed,"May 2,3",1981-06-30,nla.obj-1150270646 nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1304654267 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-05-10,fraser,pm,26,58,16,-32,11,11,0,printed,"May 9,10",1981-06-30,nla.obj-1150270646 nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-05-10,hayden,opposition,40,35,25,5,13,13,0,printed,"May 9,10",1981-06-30,nla.obj-1150270646 nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1304654267 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-05-23,fraser,pm,32,57,11,-25,3,3,0,printed,"May 16,23",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1305052533
1981-05-23,hayden,opposition,42,33,25,9,4,4,0,printed,"May 16,23",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1304654267 nla.obj-1305052533
1981-06-06,fraser,pm,30,56,14,-26,10,10,0,printed,"May 30, June 6",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-06-06,hayden,opposition,41,35,24,6,12,12,0,printed,"May 30, June 6",1981-06-30,nla.obj-1206933228 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1304654267 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-06-20,fraser,pm,31,55,14,-24,9,9,0,printed,"June 13,20",1981-07-28,nla.obj-1150270646 nla.obj-1207159215 nla.obj-1224906802 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-06-20,hayden,opposition,40,35,25,5,12,12,0,printed,"June 13,20",1981-07-14,nla.obj-1150270646 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1304654267 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-07-04,fraser,pm,33,53,14,-20,8,8,0,printed,"June 27, July 4",1981-07-28,nla.obj-1207159215 nla.obj-1224906802 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-07-04,hayden,opposition,41,33,26,8,9,9,0,printed,"June 27, July 4",1981-07-28,nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1305052533 nla.obj-1310001358 nla.obj-1400923651
1981-07-18,fraser,pm,34,53,13,-19,8,8,0,printed,"July 11,18",1981-08-11,nla.obj-1150270646 nla.obj-1207159215 nla.obj-1224906802 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1310001358 nla.obj-1400923651
1981-07-18,hayden,opposition,42,34,24,8,9,9,0,printed,"July 11,18",1981-08-11,nla.obj-1150270646 nla.obj-1207159215 nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1310001358 nla.obj-1400923651
1981-08-01,fraser,pm,35,50,15,-15,6,6,0,printed,"Jul 25, Aug 1",1981-09-08,nla.obj-1224906802 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1310001358 nla.obj-1400923651
1981-08-01,hayden,opposition,41,33,26,8,7,7,0,printed,"Jul 25, Aug 1",1981-08-25,nla.obj-1224776684 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1310001358 nla.obj-1400923651
1981-08-15,fraser,pm,33,55,12,-22,5,5,0,printed,"Aug 8, 15",1981-09-08,nla.obj-1150270646 nla.obj-1224906802 nla.obj-1240384507 nla.obj-1248263987 nla.obj-1310001358
1981-08-15,hayden,opposition,43,35,22,8,7,7,0,printed,"Aug 8,15",1981-09-08,nla.obj-1150270646 nla.obj-1224906802 nla.obj-1225687913 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1310001358 nla.obj-1400923651
1981-08-29,fraser,pm,35,54,11,-19,6,6,0,printed,"Aug 22,29",1981-09-29,nla.obj-1150270646 nla.obj-1240384507 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1310001358 nla.obj-1400923651
1981-08-29,hayden,opposition,40,36,24,4,6,6,0,printed,"Aug 22,29",1981-09-15,nla.obj-1150270646 nla.obj-1225687913 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1310001358 nla.obj-1400923651
1981-09-12,fraser,pm,32,57,11,-25,4,4,0,printed,"Sept 5,12",1981-09-29,nla.obj-1150270646 nla.obj-1240384507 nla.obj-1248263987 nla.obj-1400923651
1981-09-12,hayden,opposition,44,31,25,13,5,5,0,printed,"Sept 5,12",1981-10-13,nla.obj-1150270646 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1310001358 nla.obj-1400923651
1981-09-26,fraser,pm,35,52,13,-17,3,3,0,printed,"Sept 19,26",1981-10-27,nla.obj-1240978473 nla.obj-1248263987 nla.obj-1400923651
1981-09-26,hayden,opposition,44,31,25,13,4,4,0,printed,"Sept 19,26",1981-10-13,nla.obj-1240978473 nla.obj-1248263987 nla.obj-1310001358 nla.obj-1400923651
1981-10-10,fraser,pm,36,51,13,-15,4,4,0,printed,"Oct 3,10",1981-10-27,nla.obj-1150270646 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1400923651
1981-10-10,hayden,opposition,43,33,24,10,4,4,0,printed,"Oct 3,10",1981-10-27,nla.obj-1150270646 nla.obj-1240978473 nla.obj-1248263987 nla.obj-1400923651
1981-10-15,peacock,unknown,50,23,27,27,3,3,0,month,"October, 1981",1983-04-19,nla.obj-1311899419 nla.obj-1314371540 nla.obj-1923534194
1981-10-24,fraser,pm,37,49,14,-12,3,3,0,printed,"Oct 17,24",1981-11-10,nla.obj-1150270646 nla.obj-1248263987 nla.obj-1400923651
1981-10-24,hayden,opposition,43,33,24,10,3,3,0,printed,"Oct 17,24",1981-11-10,nla.obj-1150270646 nla.obj-1248263987 nla.obj-1400923651
1981-11-07,fraser,pm,40,46,14,-6,2,2,0,printed,"Oct 31, Nov 7",1981-11-24,nla.obj-1150270646 nla.obj-1248263987
1981-11-07,hayden,opposition,42,33,25,9,3,3,0,printed,"Oct 31, Nov 7",1981-11-24,nla.obj-1150270646 nla.obj-1248263987 nla.obj-1444940596
1981-11-21,fraser,pm,40,48,12,-8,2,2,0,printed,"Nov 14,21",1981-12-08,nla.obj-1150270646 nla.obj-1310753276
1981-11-21,hayden,opposition,42,34,24,8,3,3,0,printed,"Nov 14,21",1981-12-08,nla.obj-1150270646 nla.obj-1310753276 nla.obj-1444940596
1981-12-05,fraser,pm,40,46,14,-6,1,1,0,printed,"Nov 28, Dec 5",1982-04-27,nla.obj-1310753276
1981-12-05,hayden,opposition,41,36,23,5,2,2,0,printed,"Nov 28, Dec 5",1982-04-27,nla.obj-1310753276 nla.obj-1444940596
1981-12-19,fraser,pm,40,45,15,-5,1,1,0,printed,"Dec 12,19",1982-04-27,nla.obj-1310753276
1982-01-16,fraser,pm,40,44,16,-4,14,14,0,printed,"Jan 9,16",1982-03-30,nla.obj-1310753276 nla.obj-1311136186 nla.obj-1336062673 nla.obj-1336637384 nla.obj-1361087094 nla.obj-1364437436 nla.obj-1377970390 nla.obj-1378009700 nla.obj-1400927193 nla.obj-1444907440 nla.obj-1444919889 nla.obj-1444940596 nla.obj-1444984543 nla.obj-1445016463
1982-01-16,hayden,opposition,43,32,25,11,8,8,0,printed,"Jan 9,16",1982-04-27,nla.obj-1310753276 nla.obj-1311136186 nla.obj-1336062673 nla.obj-1336637384 nla.obj-1361087094 nla.obj-1377970390 nla.obj-1444940596 nla.obj-1444984543
1982-01-30,fraser,pm,38,45,17,-7,7,6,0,printed,"Jan 23,30",1982-03-30,nla.obj-1310753276 nla.obj-1311136186 nla.obj-1336062673 nla.obj-1400927193 nla.obj-1444907440 nla.obj-1444919889 nla.obj-1444940596
1982-01-30,hayden,opposition,41,31,28,10,4,4,0,printed,"Jan 23,30",1982-04-27,nla.obj-1310753276 nla.obj-1311136186 nla.obj-1336062673 nla.obj-1444940596
1982-02-13,fraser,pm,37,48,15,-11,12,12,0,printed,"Feb 6,13",1982-03-30,nla.obj-1310753276 nla.obj-1311136186 nla.obj-1336062673 nla.obj-1336637384 nla.obj-1361087094 nla.obj-1364437436 nla.obj-1400927193 nla.obj-1444907440 nla.obj-1444919889 nla.obj-1444940596 nla.obj-1444984543 nla.obj-1445016463
1982-02-13,hayden,opposition,41,32,27,9,7,7,0,printed,"Feb 6,13",1982-04-27,nla.obj-1310753276 nla.obj-1311136186 nla.obj-1336062673 nla.obj-1336637384 nla.obj-1361087094 nla.obj-1444940596 nla.obj-1444984543
1982-02-27,fraser,pm,32,51,17,-19,7,7,0,printed,"Feb 20,27",1982-03-30,nla.obj-1310753276 nla.obj-1311136186 nla.obj-1336062673 nla.obj-1400927193 nla.obj-1444907440 nla.obj-1444919889 nla.obj-1444940596
1982-02-27,hayden,opposition,40,32,28,8,4,4,0,printed,"Feb 20,27",1982-04-27,nla.obj-1310753276 nla.obj-1311136186 nla.obj-1336062673 nla.obj-1444940596
1982-03-13,fraser,pm,33,51,16,-18,5,5,0,printed,"Mar 6,13",1982-04-27,nla.obj-1310753276 nla.obj-1311136186 nla.obj-1444907440 nla.obj-1444919889 nla.obj-1444940596
1982-03-13,hayden,opposition,41,33,26,8,3,3,0,printed,"Mar 6, 13",1982-04-27,nla.obj-1310753276 nla.obj-1311136186 nla.obj-1444940596
1982-03-27,fraser,pm,32,53,15,-21,14,14,0,printed,"Mar 20,27",1982-04-27,nla.obj-1310753276 nla.obj-1336062673 nla.obj-1336637384 nla.obj-1361087094 nla.obj-1362212561 nla.obj-1364437436 nla.obj-1377970390 nla.obj-1378009700 nla.obj-1444907440 nla.obj-1444919889 nla.obj-1444940596 nla.obj-1444984543 nla.obj-1445016463 nla.obj-1453280867
1982-03-27,hayden,opposition,43,33,24,10,9,9,0,printed,"Mar 20,27",1982-04-27,nla.obj-1310753276 nla.obj-1311136186 nla.obj-1336637384 nla.obj-1361087094 nla.obj-1362212561 nla.obj-1377970390 nla.obj-1444940596 nla.obj-1444984543 nla.obj-1453280867
1982-04-10,fraser,pm,34,53,13,-19,6,6,0,printed,"April 3,10",1982-04-27,nla.obj-1310753276 nla.obj-1311136186 nla.obj-1336062673 nla.obj-1444907440 nla.obj-1444919889 nla.obj-1444940596
1982-04-10,hayden,opposition,42,35,23,7,3,3,0,printed,"April 3, 10",1982-04-27,nla.obj-1310753276 nla.obj-1311136186 nla.obj-1444940596
1982-04-15,peacock,unknown,46,30,24,16,4,4,0,month,"April, 1982",1983-04-19,nla.obj-1311899419 nla.obj-1312369871 nla.obj-1314371540 nla.obj-1923534194
1982-04-24,fraser,pm,36,47,17,-11,13,13,0,printed,"April 17, 24",1982-05-11,nla.obj-1311136186 nla.obj-1336062673 nla.obj-1336637384 nla.obj-1361087094 nla.obj-1362212561 nla.obj-1364234744 nla.obj-1364437436 nla.obj-1444907440 nla.obj-1444919889 nla.obj-1444940596 nla.obj-1444984543 nla.obj-1445016463 nla.obj-1453280867
1982-04-24,hayden,opposition,42,31,27,11,8,8,0,printed,"April 17,24",1982-06-08,nla.obj-1311136186 nla.obj-1336637384 nla.obj-1361087094 nla.obj-1362212561 nla.obj-1364234744 nla.obj-1444940596 nla.obj-1444984543 nla.obj-1453280867
1982-05-08,fraser,pm,39,48,13,-9,4,4,0,printed,"May 1,8",1982-05-25,nla.obj-1311136186 nla.obj-1336062673 nla.obj-1444919889 nla.obj-1444940596
1982-05-08,hayden,opposition,42,34,24,8,2,2,0,printed,"May 1,8",1982-06-08,nla.obj-1311136186 nla.obj-1444940596
1982-05-22,fraser,pm,38,47,15,-9,9,9,0,printed,"May 15,22",1982-06-08,nla.obj-1311136186 nla.obj-1336062673 nla.obj-1336637384 nla.obj-1361087094 nla.obj-1362212561 nla.obj-1444940596 nla.obj-1444984543 nla.obj-1445016463 nla.obj-1453280867
1982-05-22,hayden,opposition,38,35,27,3,7,7,0,printed,"May 15,22",1982-06-08,nla.obj-1311136186 nla.obj-1336637384 nla.obj-1361087094 nla.obj-1362212561 nla.obj-1444940596 nla.obj-1444984543 nla.obj-1453280867
1982-06-05,fraser,pm,41,46,13,-5,12,12,0,printed,"May 29, June 5",1982-07-06,nla.obj-1336062673 nla.obj-1336637384 nla.obj-1361087094 nla.obj-1362212561 nla.obj-1364234744 nla.obj-1364437436 nla.obj-1377970390 nla.obj-1378009700 nla.obj-1444940596 nla.obj-1444984543 nla.obj-1445016463 nla.obj-1453280867
1982-06-05,hayden,opposition,44,32,24,12,8,8,0,printed,"May 29, June 5",1982-07-20,nla.obj-1336637384 nla.obj-1361087094 nla.obj-1362212561 nla.obj-1364234744 nla.obj-1377970390 nla.obj-1444940596 nla.obj-1444984543 nla.obj-1453280867
1982-06-19,fraser,pm,41,44,15,-3,6,6,0,printed,"June 12,19",1982-08-03,nla.obj-1336637384 nla.obj-1361087094 nla.obj-1362212561 nla.obj-1444984543 nla.obj-1445016463 nla.obj-1453280867
1982-06-19,hayden,opposition,39,34,27,5,6,6,0,printed,"June 12,19",1982-07-20,nla.obj-1336637384 nla.obj-1361087094 nla.obj-1362212561 nla.obj-1444940596 nla.obj-1444984543 nla.obj-1453280867
1982-06-20,fraser,pm,41,44,15,-3,2,2,0,printed,"June 12, June 20",1982-07-06,nla.obj-1336062673 nla.obj-1444940596
1982-07-03,fraser,pm,39,46,15,-7,9,9,0,printed,"June 26, July 3",1982-07-20,nla.obj-1336637384 nla.obj-1361087094 nla.obj-1362212561 nla.obj-1364234744 nla.obj-1364437436 nla.obj-1444940596 nla.obj-1444984543 nla.obj-1445016463 nla.obj-1453280867
1982-07-03,hayden,opposition,38,36,26,2,6,6,0,printed,"June 26, July 3",1982-07-20,nla.obj-1336637384 nla.obj-1362212561 nla.obj-1364234744 nla.obj-1444940596 nla.obj-1444984543 nla.obj-1453280867
1982-07-11,hayden,opposition,44,35,21,9,6,6,0,printed,"July 10,11",1982-08-03,nla.obj-1336637384 nla.obj-1362212561 nla.obj-1364234744 nla.obj-1377970390 nla.obj-1444984543 nla.obj-1453280867
1982-07-17,fraser,pm,40,47,13,-7,6,6,0,printed,"July 10, 17",1982-08-03,nla.obj-1336637384 nla.obj-1361087094 nla.obj-1362212561 nla.obj-1444984543 nla.obj-1445016463 nla.obj-1453280867
1982-07-18,hayden,opposition,51,30,19,21,6,6,0,printed,"July 17,18",1982-08-03,nla.obj-1336637384 nla.obj-1362212561 nla.obj-1364234744 nla.obj-1377970390 nla.obj-1444984543 nla.obj-1453280867
1982-07-31,fraser,pm,42,47,11,-5,7,7,0,printed,"July 24/31",1982-08-17,nla.obj-1361087094 nla.obj-1362212561 nla.obj-1364234744 nla.obj-1364437436 nla.obj-1444984543 nla.obj-1445016463 nla.obj-1453280867
1982-07-31,hayden,opposition,54,29,17,25,4,4,0,printed,"July 24,31",1982-08-17,nla.obj-1362212561 nla.obj-1364234744 nla.obj-1444984543 nla.obj-1453280867
1982-08-14,fraser,pm,39,50,11,-11,7,7,0,printed,"Aug 7/14",1982-09-14,nla.obj-1361087094 nla.obj-1364234744 nla.obj-1364437436 nla.obj-1377970390 nla.obj-1378009700 nla.obj-1445016463 nla.obj-1453280867
1982-08-14,hayden,opposition,51,30,19,21,3,3,0,printed,"August 7,14",1982-10-12,nla.obj-1362212561 nla.obj-1364234744 nla.obj-1453280867
1982-08-28,fraser,pm,39,48,13,-9,7,7,0,printed,"Aug 21/28",1982-09-14,nla.obj-1361087094 nla.obj-1364234744 nla.obj-1364437436 nla.obj-1377970390 nla.obj-1378009700 nla.obj-1445016463 nla.obj-1453280867
1982-08-28,hayden,opposition,48,32,20,16,3,3,0,printed,"August 21,28",1982-10-12,nla.obj-1362212561 nla.obj-1364234744 nla.obj-1453280867
