date,leader,role,approve,disapprove,undecided,net,printings,agreeing,disputed,date_basis,label,first_issue,issues
1974-07-15,snedden,opposition,37,43,20,-6,3,3,0,month,"July",1974-08-31,nla.obj-1340002870 nla.obj-1340003058 nla.obj-1382066890
1974-07-24,whitlam,pm,46,41,13,5,1,1,0,late,"Late July",1974-08-17,nla.obj-1340002835
1974-08-07,snedden,opposition,38,42,20,-4,1,1,0,early,"Aug: Early",1974-09-21,nla.obj-1340003058
1974-08-07,whitlam,pm,41,45,14,-4,1,1,0,early,"Aug: Early",1974-09-21,nla.obj-1340003058
1974-08-15,snedden,opposition,37,42,21,-5,1,1,0,mid,"Mid Aug",1974-08-31,nla.obj-1340002870
1974-09-07,snedden,opposition,35,48,17,-13,2,2,0,early,"Sept: Early",1974-09-21,nla.obj-1340003058 nla.obj-1382066890
1974-09-07,whitlam,pm,45,42,13,3,2,2,0,early,"Sept: Early",1974-09-21,nla.obj-1340003058 nla.obj-1382066890
1974-09-15,snedden,opposition,34,48,18,-14,1,1,0,mid,"Mid Sept",1974-10-05,nla.obj-1382066890
1974-09-15,whitlam,pm,40,46,14,-6,1,1,0,mid,"Mid Sept",1974-10-05,nla.obj-1382066890
1974-11-15,snedden,opposition,35,50,15,-15,1,1,0,month,"Nov ‘",1975-03-08,nla.obj-1381695996
1974-11-15,whitlam,pm,34,54,12,-20,2,2,0,month,"Nov",1975-03-08,nla.obj-1381695996 nla.obj-1440175956
1974-12-15,snedden,opposition,30,50,20,-20,1,1,0,month,"Dec",1975-03-08,nla.obj-1381695996
1974-12-15,whitlam,pm,35,53,12,-18,2,2,0,month,"Dec",1975-03-08,nla.obj-1381695996 nla.obj-1440175956
1975-01-15,snedden,opposition,33,48,19,-15,1,1,0,month,"Jan",1975-03-08,nla.obj-1381695996
1975-02-08,snedden,opposition,33,51,16,-18,1,1,0,printed,"Feb 1,8",1975-03-08,nla.obj-1381695996
1975-02-22,snedden,opposition,28,56,16,-28,1,1,0,printed,"Feb 15,22",1975-03-08,nla.obj-1381695996
1975-03-22,fraser,opposition,36,29,35,7,1,1,0,printed,"March 22",1975-05-17,nla.obj-1440177514
1975-03-22,whitlam,pm,46,42,12,4,2,2,0,printed,"March 15/22",1975-05-17,nla.obj-1440177514 nla.obj-1442880036
1975-04-05,fraser,opposition,36,14,50,22,1,1,0,printed,"March 29/Apr 5",1975-05-17,nla.obj-1440177514
1975-04-05,whitlam,pm,44,44,12,0,1,1,0,printed,"March 29/Apr 5",1975-05-17,nla.obj-1440177514
1975-04-19,fraser,opposition,39,13,48,26,1,1,0,printed,"April 12/19",1975-05-17,nla.obj-1440177514
1975-04-19,whitlam,pm,45,43,12,2,2,2,0,printed,"April 12/19",1975-05-17,nla.obj-1440177514 nla.obj-1442880036
1975-05-03,fraser,opposition,41,16,43,25,1,1,0,printed,"Apr 26/May 3",1975-05-17,nla.obj-1440177514
1975-05-03,whitlam,pm,43,46,11,-3,1,1,0,printed,"Apr 26/May 3",1975-05-17,nla.obj-1440177514
1975-06-14,whitlam,pm,37,51,12,-14,1,1,0,printed,"June 7,14",1975-08-02,nla.obj-1442880036
1975-06-28,fraser,opposition,42,22,36,20,1,1,0,printed,"June 21,28",1975-10-25,nla.obj-1558460938
1975-06-28,whitlam,pm,39,50,11,-11,2,2,0,printed,"June 21, 28",1975-08-02,nla.obj-1442880036 nla.obj-1558460938
1975-07-06,whitlam,pm,27,61,12,-34,1,1,0,printed,"July 5,6",1975-08-02,nla.obj-1442880036
1975-07-19,fraser,opposition,47,24,29,23,3,3,0,printed,"July 12,19",1975-08-30,nla.obj-1442886661 nla.obj-1442890080 nla.obj-1558460938
1975-07-19,whitlam,pm,29,59,12,-30,4,4,0,printed,"July 12,19",1975-08-02,nla.obj-1442880036 nla.obj-1442886661 nla.obj-1442890080 nla.obj-1558460938
1975-08-02,fraser,opposition,49,22,29,27,2,2,0,printed,"July 26-Aug 2",1975-08-30,nla.obj-1442886661 nla.obj-1558460938
1975-08-02,whitlam,pm,31,56,13,-25,2,2,0,printed,"July 26, Aug 2",1975-09-13,nla.obj-1442890080 nla.obj-1558460938
1975-08-16,fraser,opposition,52,21,27,31,2,2,0,printed,"Aug 9, 16",1975-08-30,nla.obj-1442886661 nla.obj-1442890080
1975-08-16,whitlam,pm,29,59,12,-30,1,1,0,printed,"August 9, 16",1975-09-13,nla.obj-1442890080
1975-08-30,fraser,opposition,51,24,25,27,2,2,0,printed,"August 23,30",1975-09-13,nla.obj-1442890080 nla.obj-1558460938
1975-08-30,whitlam,pm,34,56,10,-22,2,2,0,printed,"August 23,30",1975-09-13,nla.obj-1442890080 nla.obj-1558460938
1975-09-13,fraser,opposition,52,27,21,25,1,1,0,printed,"Sept 6,13",1975-10-25,nla.obj-1558460938
1975-09-13,whitlam,pm,32,58,10,-26,1,1,0,printed,"Sept 6,13",1975-10-25,nla.obj-1558460938
1975-09-27,fraser,opposition,52,27,21,25,1,1,0,printed,"Sept 20,27",1975-10-25,nla.obj-1558460938
1975-09-27,whitlam,pm,33,58,9,-25,1,1,0,printed,"Sept 20,27",1975-10-25,nla.obj-1558460938
1975-10-11,fraser,opposition,43,31,26,12,1,1,0,printed,"Oct 4, 11",1975-10-25,nla.obj-1558460938
1975-10-11,whitlam,pm,33,53,14,-20,1,1,0,printed,"Oct 4,11",1975-10-25,nla.obj-1558460938
1975-11-29,fraser,pm,39,41,20,-2,1,1,0,printed,"Nov 29",1976-02-07,nla.obj-1447551522
1975-11-29,whitlam,opposition,35,49,16,-14,1,1,0,printed,"Nov 29",1976-02-07,nla.obj-1447551522
1975-12-06,fraser,pm,40,42,18,-2,1,1,0,printed,"Dec 6",1976-02-07,nla.obj-1447551522
1975-12-06,whitlam,opposition,36,52,12,-16,1,1,0,printed,"Dec 6",1976-02-07,nla.obj-1447551522
1975-12-13,fraser,pm,38,43,19,-5,18,18,0,printed,"Dec 13",1976-02-07,nla.obj-1429039686 nla.obj-1429041513 nla.obj-1429042111 nla.obj-1429043008 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458182 nla.obj-1430458726 nla.obj-1447551522 nla.obj-1447552857 nla.obj-1569918332 nla.obj-1588647523 nla.obj-1588648872 nla.obj-1588649175 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1975-12-13,whitlam,opposition,36,54,10,-18,14,14,0,printed,"Dec 13",1976-02-07,nla.obj-1429039686 nla.obj-1429041513 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458182 nla.obj-1430458726 nla.obj-1447551522 nla.obj-1447552857 nla.obj-1569918332 nla.obj-1588647523 nla.obj-1588648872 nla.obj-1604010655 nla.obj-1604012309
1976-01-17,fraser,pm,50,17,33,33,13,13,0,printed,"Jan 17",1976-03-13,nla.obj-1429039686 nla.obj-1429041513 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458182 nla.obj-1430458726 nla.obj-1447552857 nla.obj-1569918332 nla.obj-1588647523 nla.obj-1588648872 nla.obj-1588649175 nla.obj-1588650651
1976-01-17,whitlam,opposition,36,31,33,5,12,11,0,printed,"Jan 17",1976-02-07,nla.obj-1429039686 nla.obj-1429041513 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458182 nla.obj-1430458726 nla.obj-1447551522 nla.obj-1447552857 nla.obj-1569918332 nla.obj-1588647523 nla.obj-1588650651
1976-02-04,fraser,pm,57,29,14,28,1,1,0,printed,"Feb 4",1979-02-13,nla.obj-1397361669
1976-02-07,fraser,pm,49,28,23,21,13,13,0,printed,"Jan 31/Feb 7",1976-03-13,nla.obj-1429039686 nla.obj-1429041513 nla.obj-1429042111 nla.obj-1429043008 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1447552857 nla.obj-1588647523 nla.obj-1588648872 nla.obj-1588649175
1976-02-07,whitlam,opposition,42,30,28,12,10,10,0,printed,"Jan 31/Feb 7",1976-03-13,nla.obj-1429039686 nla.obj-1429041513 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1447552857 nla.obj-1588647523 nla.obj-1588648872
1976-02-21,fraser,pm,49,32,19,17,11,11,0,printed,"Feb 14,21",1976-03-13,nla.obj-1429039686 nla.obj-1429041513 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1447552857 nla.obj-1569918332 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-02-21,whitlam,opposition,38,39,23,-1,11,11,0,printed,"Feb 14, 21",1976-03-13,nla.obj-1429039686 nla.obj-1429041513 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1447552857 nla.obj-1569918332 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-03-06,fraser,pm,47,32,21,15,13,13,0,printed,"Feb 28/Mar 6",1976-04-10,nla.obj-1429039686 nla.obj-1429041513 nla.obj-1429042111 nla.obj-1429043008 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1588647523 nla.obj-1588648872 nla.obj-1588649175 nla.obj-1588650651
1976-03-06,whitlam,opposition,34,45,21,-11,9,9,0,printed,"Feb 28/Mar 6",1976-04-10,nla.obj-1429039686 nla.obj-1429041513 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1588647523 nla.obj-1588650651
1976-03-20,fraser,pm,51,31,18,20,11,11,0,printed,"Mar 13,20",1976-05-15,nla.obj-1429041513 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1569918332 nla.obj-1588647523 nla.obj-1588648872 nla.obj-1588649175 nla.obj-1588650651
1976-03-20,whitlam,opposition,37,45,18,-8,11,11,0,printed,"Mar 13, 20",1976-04-10,nla.obj-1429039686 nla.obj-1429041513 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1569918332 nla.obj-1588647523 nla.obj-1588648872 nla.obj-1588650651
1976-03-29,fraser,pm,51,31,18,20,1,1,0,printed,"Mar 13, 29",1976-04-10,nla.obj-1429039686
1976-04-03,fraser,pm,51,29,20,22,7,7,0,printed,"Mar 27/Apr 3",1976-05-15,nla.obj-1429041513 nla.obj-1429042111 nla.obj-1429043008 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726
1976-04-03,whitlam,opposition,38,45,17,-7,5,5,0,printed,"Mar 27/Apr 3",1976-05-15,nla.obj-1429041513 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726
1976-04-17,fraser,pm,54,29,17,25,15,15,0,printed,"Apr 10, 17",1976-05-15,nla.obj-1429041513 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458182 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1569918332 nla.obj-1588647523 nla.obj-1588648872 nla.obj-1588649175 nla.obj-1588650651 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-04-17,whitlam,opposition,40,42,18,-2,13,13,0,printed,"Apr 10, 17",1976-05-15,nla.obj-1429041513 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458182 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1569918332 nla.obj-1588647523 nla.obj-1588650651 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-05-01,fraser,pm,50,32,18,18,11,11,0,printed,"Apr 24/May 1",1976-05-15,nla.obj-1429041513 nla.obj-1429042111 nla.obj-1429043008 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1588647523 nla.obj-1588648872 nla.obj-1588649175
1976-05-01,whitlam,opposition,44,39,17,5,8,8,0,printed,"Apr 24/May 1",1976-05-15,nla.obj-1429041513 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1588647523 nla.obj-1588648872
1976-05-15,fraser,pm,47,36,17,11,7,7,0,printed,"May 8/15",1976-05-29,nla.obj-1429042111 nla.obj-1429043008 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1569918332
1976-05-15,whitlam,opposition,39,44,17,-5,5,5,0,printed,"May 8, 15",1976-07-03,nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1569918332
1976-05-29,fraser,pm,51,35,14,16,10,10,0,printed,"May 22/29",1976-06-19,nla.obj-1429043008 nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1588647523 nla.obj-1588648872 nla.obj-1588649175 nla.obj-1588650651
1976-05-29,whitlam,opposition,35,47,18,-12,7,7,0,printed,"May 22,29",1976-07-03,nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1588647523 nla.obj-1588650651
1976-06-12,fraser,pm,48,39,13,9,7,7,0,printed,"June 5, 12",1976-07-03,nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1588647523 nla.obj-1588648872
1976-06-12,whitlam,opposition,37,49,14,-12,7,7,0,printed,"June 5, 12",1976-07-03,nla.obj-1430456878 nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1588647523 nla.obj-1588648872
1976-06-26,fraser,pm,49,36,15,13,7,7,0,printed,"June 19,26",1976-07-17,nla.obj-1430457173 nla.obj-1430457524 nla.obj-1430458726 nla.obj-1569918332 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-06-26,whitlam,opposition,39,45,16,-6,6,6,0,printed,"June 19,26",1976-07-17,nla.obj-1430457173 nla.obj-1430458726 nla.obj-1569918332 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-07-10,fraser,pm,48,37,15,11,8,8,0,printed,"July 3, 10",1976-07-31,nla.obj-1430457524 nla.obj-1430458182 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1588647523 nla.obj-1588648872 nla.obj-1588649175 nla.obj-1588650651
1976-07-10,whitlam,opposition,37,47,16,-10,3,3,0,printed,"July 3, 10",1976-09-04,nla.obj-1430458726 nla.obj-1430459867 nla.obj-1588647523
1976-07-24,fraser,pm,44,40,16,4,3,3,0,printed,"July 17, 24",1976-09-04,nla.obj-1430458726 nla.obj-1588647523 nla.obj-1588648872
1976-07-24,whitlam,opposition,33,47,20,-14,5,5,0,printed,"July 17,24",1976-08-21,nla.obj-1430458182 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1588647523 nla.obj-1588648872
1976-08-07,fraser,pm,43,39,18,4,7,7,0,printed,"July 31, August 7",1976-08-21,nla.obj-1430458182 nla.obj-1430458726 nla.obj-1569918332 nla.obj-1588647523 nla.obj-1588648872 nla.obj-1588649175 nla.obj-1588650651
1976-08-07,whitlam,opposition,34,45,21,-11,5,5,0,printed,"July 31, August 7",1976-08-21,nla.obj-1430458182 nla.obj-1430458726 nla.obj-1430459867 nla.obj-1569918332 nla.obj-1588647523
1976-08-12,fraser,pm,40,49,11,-9,1,1,0,printed,"August 5, 12",1979-02-13,nla.obj-1397361669
1976-08-19,fraser,pm,31,56,13,-25,1,1,0,printed,"August 19",1979-02-13,nla.obj-1397361669
1976-08-21,fraser,pm,49,38,13,11,3,3,0,printed,"Aug. 14/Aug. 21",1976-09-04,nla.obj-1430458726 nla.obj-1588647523 nla.obj-1588648872
1976-08-21,whitlam,opposition,40,45,15,-5,4,4,0,printed,"Aug. 14/21",1976-09-04,nla.obj-1430458726 nla.obj-1430459867 nla.obj-1588647523 nla.obj-1588648872
1976-09-04,fraser,pm,49,39,12,10,8,8,0,printed,"Aug 28/Sept 4",1976-10-09,nla.obj-1569918332 nla.obj-1588647523 nla.obj-1588648872 nla.obj-1588649175 nla.obj-1588650651 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-09-04,whitlam,opposition,38,47,15,-9,6,6,0,printed,"Aug 28/Sept 4",1976-09-25,nla.obj-1430459867 nla.obj-1569918332 nla.obj-1588647523 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-09-18,fraser,pm,50,37,13,13,3,3,0,printed,"Sept 11,18",1976-10-09,nla.obj-1588647523 nla.obj-1588648872 nla.obj-1588649175
1976-09-18,whitlam,opposition,41,44,15,-3,2,2,0,printed,"Sept 11,18",1976-10-09,nla.obj-1588647523 nla.obj-1588648872
1976-10-02,fraser,pm,48,39,13,9,4,4,0,printed,"Sept 25/Oct 2",1976-11-06,nla.obj-1569918332 nla.obj-1588648872 nla.obj-1588649175 nla.obj-1588650651
1976-10-02,whitlam,opposition,39,43,18,-4,1,1,0,printed,"Sept 25/Oct 2",1976-12-25,nla.obj-1569918332
1976-10-16,fraser,pm,47,39,14,8,7,7,0,printed,"Oct 9, 16",1976-11-06,nla.obj-1569918332 nla.obj-1588648872 nla.obj-1588649175 nla.obj-1588650651 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-10-16,whitlam,opposition,40,44,16,-4,5,5,0,printed,"Oct 9,16",1976-11-06,nla.obj-1569918332 nla.obj-1588648872 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-10-28,fraser,pm,33,49,18,-16,1,1,0,printed,"October 21,28",1979-02-13,nla.obj-1397361669
1976-10-30,fraser,pm,48,40,12,8,3,3,0,printed,"Oct 23, 30",1976-11-20,nla.obj-1569918332 nla.obj-1588649175 nla.obj-1588650651
1976-10-30,whitlam,opposition,38,46,16,-8,1,1,0,printed,"Oct 23, 30",1976-12-25,nla.obj-1569918332
1976-11-11,fraser,pm,34,48,18,-14,1,1,0,printed,"November 4, 11",1979-02-13,nla.obj-1397361669
1976-11-13,fraser,pm,47,38,15,9,5,5,0,printed,"Nov 6, 13",1976-12-18,nla.obj-1569918332 nla.obj-1588650651 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-11-13,whitlam,opposition,40,41,19,-1,4,4,0,printed,"Nov 6, 13",1976-12-25,nla.obj-1569918332 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-11-25,fraser,pm,39,44,17,-5,1,1,0,printed,"November 18, 25",1979-02-13,nla.obj-1397361669
1976-11-27,fraser,pm,45,40,15,5,2,2,0,printed,"Nov 20,27",1976-12-18,nla.obj-1569918332 nla.obj-1588650651
1976-11-27,whitlam,opposition,38,46,17,-8,1,1,0,printed,"Nov 20, 27",1976-12-25,nla.obj-1569918332
1976-12-09,fraser,pm,34,52,14,-18,1,1,0,printed,"December 2, 9",1979-02-13,nla.obj-1397361669
1976-12-11,fraser,pm,42,45,13,-3,4,4,0,printed,"Dec 4, 11",1976-12-25,nla.obj-1569918332 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-12-11,whitlam,opposition,40,43,17,-3,4,4,0,printed,"Dec 4, 11",1976-12-25,nla.obj-1569918332 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-12-13,fraser,pm,38,43,19,-5,1,1,0,printed,"Dec 13",1976-12-18,nla.obj-1588650651
1976-12-13,whitlam,opposition,36,54,10,-18,2,2,0,printed,"Dec 13",1976-12-18,nla.obj-1588650651 nla.obj-1604011568
1976-12-18,fraser,pm,36,49,15,-13,16,14,0,printed,"Dec 18",1977-01-08,nla.obj-1541332181 nla.obj-1541334151 nla.obj-1541336131 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243279 nla.obj-1550243620 nla.obj-1550243981 nla.obj-1550244183 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1976-12-18,whitlam,opposition,36,43,21,-7,13,13,0,printed,"Dec 18",1977-01-08,nla.obj-1541332181 nla.obj-1541336131 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243981 nla.obj-1550244183 nla.obj-1604010655 nla.obj-1604011568 nla.obj-1604012309
1977-01-22,fraser,pm,39,43,18,-4,16,16,0,printed,"1977 Jan 15,22",1977-04-02,nla.obj-1541332181 nla.obj-1541334151 nla.obj-1541335100 nla.obj-1541336131 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243279 nla.obj-1550243620 nla.obj-1550243810 nla.obj-1550243981
1977-01-22,whitlam,opposition,37,43,20,-6,14,14,0,printed,"1977 Jan 15,22",1977-04-02,nla.obj-1541332181 nla.obj-1541335100 nla.obj-1541336131 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243810 nla.obj-1550243981 nla.obj-1550244183
1977-01-24,fraser,pm,39,43,18,-4,2,2,0,printed,"Jan 17,24",1977-02-05,nla.obj-1604011568 nla.obj-1604012309
1977-01-24,whitlam,opposition,37,43,20,-6,2,2,0,printed,"Jan 17,24",1977-02-05,nla.obj-1604011568 nla.obj-1604012309
1977-02-05,fraser,pm,36,47,17,-11,8,8,0,printed,"Jan 29, Feb 5",1977-03-05,nla.obj-1541332181 nla.obj-1541334151 nla.obj-1541335100 nla.obj-1541336131 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739 nla.obj-1604012309
1977-02-05,whitlam,opposition,38,40,22,-2,6,6,0,printed,"Jan 29, Feb 5",1977-04-02,nla.obj-1541332181 nla.obj-1541335100 nla.obj-1541336131 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739
1977-02-19,fraser,pm,39,46,15,-7,4,4,0,printed,"Feb 12,19",1977-03-05,nla.obj-1541332181 nla.obj-1541334151 nla.obj-1541336131 nla.obj-1604012309
1977-02-19,whitlam,opposition,44,38,18,6,3,3,0,printed,"Feb 12,19",1977-03-05,nla.obj-1541332181 nla.obj-1541336131 nla.obj-1604012309
1977-03-05,fraser,pm,39,45,16,-6,13,13,0,printed,"Feb 26, March 5",1977-04-02,nla.obj-1541332181 nla.obj-1541334151 nla.obj-1541335100 nla.obj-1541336131 nla.obj-1541336981 nla.obj-1541338278 nla.obj-1544326213 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014
1977-03-05,whitlam,opposition,34,47,19,-13,8,8,0,printed,"Feb 26, Mar 5",1977-04-02,nla.obj-1541332181 nla.obj-1541335100 nla.obj-1541336131 nla.obj-1544326966 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493
1977-03-06,fraser,pm,39,45,16,-6,1,1,0,printed,"Feb 26, Mar 6",1977-10-08,nla.obj-1550242493
1977-03-19,fraser,pm,39,46,15,-7,6,6,0,printed,"March 12, 19",1977-04-02,nla.obj-1541332181 nla.obj-1541334151 nla.obj-1541336131 nla.obj-1541336981 nla.obj-1541338278 nla.obj-1544326213
1977-03-19,whitlam,opposition,32,49,19,-17,2,2,0,printed,"Mar 12,19",1977-04-02,nla.obj-1541332181 nla.obj-1541336131
1977-04-02,fraser,pm,35,46,19,-11,9,9,0,printed,"Mar 26, Apr 2",1977-04-30,nla.obj-1541334151 nla.obj-1541335100 nla.obj-1541336131 nla.obj-1541336981 nla.obj-1541338278 nla.obj-1544326213 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739
1977-04-02,whitlam,opposition,33,49,18,-16,7,5,0,printed,"Mar 26, Apr 2",1977-05-14,nla.obj-1541335100 nla.obj-1541336131 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739
1977-04-16,fraser,pm,40,47,13,-7,6,6,0,printed,"April 9, 16",1977-04-30,nla.obj-1541334151 nla.obj-1541335100 nla.obj-1541336131 nla.obj-1541336981 nla.obj-1541338278 nla.obj-1544326213
1977-04-16,whitlam,opposition,35,47,18,-12,2,2,0,printed,"Apr 9, 16",1977-05-14,nla.obj-1541335100 nla.obj-1541336131
1977-04-30,fraser,pm,42,48,10,-6,15,15,0,printed,"Apr 23, 30",1977-05-14,nla.obj-1541335100 nla.obj-1541336131 nla.obj-1541336981 nla.obj-1541338278 nla.obj-1544326213 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243279 nla.obj-1550243620
1977-04-30,whitlam,opposition,41,45,14,-4,10,10,0,printed,"Apr 23,30",1977-05-14,nla.obj-1541335100 nla.obj-1541336131 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860
1977-05-14,fraser,pm,39,47,14,-8,4,4,0,printed,"May 7,14",1977-05-28,nla.obj-1541336131 nla.obj-1541336981 nla.obj-1541338278 nla.obj-1544326213
1977-05-14,whitlam,opposition,37,46,17,-9,1,1,0,printed,"May 7,14",1977-05-28,nla.obj-1541336131
1977-05-28,fraser,pm,39,46,15,-7,16,16,0,printed,"May 21, 28",1977-06-11,nla.obj-1541336981 nla.obj-1541338278 nla.obj-1544326213 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243279 nla.obj-1550243620 nla.obj-1550243810 nla.obj-1550243981 nla.obj-1550244333
1977-05-28,whitlam,opposition,37,43,20,-6,12,12,0,printed,"May 21,28",1977-07-30,nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493 nla.obj-1550242860 nla.obj-1550243810 nla.obj-1550243981 nla.obj-1550244183 nla.obj-1550244333
1977-06-11,fraser,pm,41,46,13,-5,5,5,0,printed,"June 4,11",1977-06-25,nla.obj-1541338278 nla.obj-1544326213 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739
1977-06-11,whitlam,opposition,42,42,16,0,3,3,0,printed,"June 4, 11",1977-07-30,nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739
1977-06-25,fraser,pm,38,47,15,-9,8,8,0,printed,"June 18,25",1977-07-09,nla.obj-1544326213 nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493
1977-06-25,whitlam,opposition,40,43,17,-3,7,7,0,printed,"June 18,25",1977-07-30,nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739 nla.obj-1544328289 nla.obj-1544328455 nla.obj-1544329014 nla.obj-1550242493
1977-07-09,fraser,pm,40,47,13,-7,3,3,0,printed,"July 2, 9",1977-07-30,nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739
1977-07-09,whitlam,opposition,40,45,15,-5,3,3,0,printed,"July 2,9",1977-07-30,nla.obj-1544326966 nla.obj-1544327255 nla.obj-1544327739
