id,date,masthead,title,match,excerpt,url
127250824,1993-09-29,The Canberra Times (ACT : 1926 - 1995),Coalition lead cut: poll,AGB McNair,"…cut: poll Canberra Times (ACT : 1926 - 1995), Wednesday 29 September 1993, page 2 Coalition lead cut: poll The Coalition's lead over the Government was cut slightly in the latest AGB McNair opinion poll published in this week's Bulletin magazine. The poll, taken in mid-September, found that support for the coalition parties dropped two points to 44 per cent and the ALP remained steady on 36 per cent. The Budget wrangle has not hurt the Greens' popularity. The party, whose two senators share the balance of power in the Senate, saw its support rise two points to 5 per cent. Opposition Leader John Hewson remains preferred Prime Minister- over Paul Keating, having 36 per cen…",https://trove.nla.gov.au/newspaper/article/127250824
127510277,1993-10-09,The Canberra Times (ACT : 1926 - 1995),OUT OF THE WETLANDS,AGB McNair,"…tical landscape in Ade-laide's King William Street — in the state election due by March — could amount to an earthquake for the MFP. The Liber-al Party — ahead 52-31 on the latest AGB McNair poll — does not see satisfactory or immediate value in the wetlands pro-ject and other proposals centred on the core site. Opposition Leader Dean Brown has publicly committed a Liberal govern- ment to ""refocusing attention away from the site"". ""That doesn't mean we would aban-don the site for all time, but that the resources of the MFP would be focused much more on attracting investment into research and technology,"" a spokesman for Mr Brown said. ""We would concentrate on the centres…",https://trove.nla.gov.au/newspaper/article/127510277
127521435,1993-11-01,The Canberra Times (ACT : 1926 - 1995),Bishop pressing Hewson,AGB McNair,"…dership this week, with a poll to be published in the Bulle- tin showing strong support for Coali-tion leadership hopeful Bronwyn Bishop. Channel Nine reported last night that the AGB McNair poll, conducted for the Bulletin and Nine Network, showed support for Dr Hewson at 31 per cent and support for Senator Bish-op at 29 per cent. Senator Bishop, who has made her leadership ambitions clear, has an-nounced her intention to leave the Sen-ate and run for preselection in the seat of Mackellar after the decision of the sitting Liberal Member, Jim Carlton, to retire. In a separate development in Coali- tion politics, AAP reports from Kinga-roy that the National Party has throw…",https://trove.nla.gov.au/newspaper/article/127521435
127521975,1993-11-03,The Canberra Times (ACT : 1926 - 1995),Fahey scores in Games victory,AGB McNair,"…dney's Olympic Games bid win appears to have paid off for the NSW Government and the Premier, John Fahey, with a new poll showing he is among the nation's most popular leaders. An AGB McNair poll published in The Bulletin this week shows Mr Fahey's personal standing with the electorate has leapt 11 points to 46 per cent since Sydney's victory. His disapproval rating has also dropped four points to 24 per cent. The NSW Leader of the Opposition, Bob Carr, has lost support, with an approval rating of 30 per cent, down one point, and a disapproval rating rising from three points to 34 per cent, despite his backing for the Olympic win. It is the second opinion poll in as many…",https://trove.nla.gov.au/newspaper/article/127521975
127256099,1993-12-22,The Canberra Times (ACT : 1926 - 1995),Almost half oppose new flag by 2000,AGB McNair,"…1993, page 5 Almost half oppose new flag by 2000 SYDNEY: Almost half of Austral-ians would prefer to wave the existing Australian flag at the 2000 Olympics, a poll has found. The AGB McNair poll, to be pub-lished in this week's Bulletin, found that 45 per cent of Australians were against changing the flag before 2000. Forty-one per cent of the 2050 people surveyed supported the change. Although 14 per cent were unde-cided on changing the flag by 2000, 58 per cent were opposed to changing the flag now. The poll was conducted be-fore the winner of a flag-design compe-tition had been announced in Canberra last week. The Bulletin asked people to choose their favourite flag f…",https://trove.nla.gov.au/newspaper/article/127256099
134300609,1994-02-09,The Canberra Times (ACT : 1926 - 1995),43pc back republic,AGB McNair,"…ary 1994, page 2 43pc back republic Australians are slowly losing in-terest in the republic, with support falling in the latest poll by five per-centage points to 43 per cent. The AGB McNair poll found op-position to the republic unchanged at 42 per cent, with the proportion of uncommitted people rising five points to 15 per cent.…",https://trove.nla.gov.au/newspaper/article/134300609
118160724,1994-03-28,The Canberra Times (ACT : 1926 - 1995),Bishop rules out Hewson challenge,AGB McNair,"…ip and made pointed references to Sir Robert Menzics, who had been ""decisively written off by the media"" but contradicted the pundits. The by-election results came as the Bulletin AGB McNair poll showed the ALP in front of the Coalition for the first time in nine months, up two points to 43 per cent; the Coalition remained steady on 42 per cent. But the Time Morgan poll showed the Coalition ahead - 46 per cent to 41 percent. However, only 36 per cent of voters believed the Coalition would win the next election, while 46 per cent expected Labor to win. The federal director of the Liberal Party, Andrew Robb, said it was difficult to make a judgment about the Mackellar resul…",https://trove.nla.gov.au/newspaper/article/118160724
118161192,1994-03-30,The Canberra Times (ACT : 1926 - 1995),POLL-WATCH See-saw polls now put ALP in the lead,AGB McNair,"…nberra Times (ACT : 1926 - 1995), Wednesday 30 March 1994, page 2 See-saw polls now put ALP in the lead The see-sawing nature of recent opinion polls was reflected yesterday in an AGB McNair-SM//ef//i opinion poll which has the Labor Government ahead of the Coalition. The poll said a survey in late February and early March had Government support up 2 per cent to 43 per cent, while backing for the Coalition was unchanged at 42 per cent. This contrasted with a Time Morgan poll issued on Sunday which had the Coalition, ahead of Labor 46 per cent to 41 per cent in terms of voting intentions. The AGB McNair poll found that Paul Keating had maintained his lead over Opposition L…",https://trove.nla.gov.au/newspaper/article/118161192
118111603,1994-04-06,The Canberra Times (ACT : 1926 - 1995),IN BRIEF Coalition support in Senate drops,AGB McNair,"…pport in Senate drops SYDNEY: Support for the Federal Coalition in the Senate has dropped to 41 per cent — a drop of three percentage points since January, according to the latest AGB McNair poll. The poll of the public's Senate voting intentions, published in the Bulletin magazine, says the Liberal arm of the Coalition was responsible for the fall, dropping four points to 36 per cent between January and March. Show figures up SYDNEY: Organisers of Sydney's Royal Easter Show last night hailed this year's attendance figures as the best in four years. Initial estimates revealed about 870,000 people had passed through the show gates during the last 12 days, up 20,000 on last…",https://trove.nla.gov.au/newspaper/article/118111603
118209003,1994-05-02,The Canberra Times (ACT : 1926 - 1995),Letters to the Editor ACF backs public transport,AGB McNair,"…spection warrants caused the case to be dismissed, prompting the authority of an'inspector's warrant to be more clearly defined in future law. . ""It is interesting to note that an A. G. B. McNair poll commissioned by Edgley Ventures last May and taken in Townsville, Cairns, Mackay, Rockhampton and Toowoomba to assess community attitudes to circuses, showed that the majority of people do not attend circuses to see animal acts. Whereas 97 per cent of people polled expect to see animals in circuses (ie, they expected it to be the norm), 61 per cent said it would make no difference to their attendance if there were no exotic animals used. In fact a further 9 per cent said the…",https://trove.nla.gov.au/newspaper/article/118209003
118210797,1994-05-11,The Canberra Times (ACT : 1926 - 1995),Opposition reduces gap,AGB McNair,"…s (ACT : 1926 - 1995), Wednesday 11 May 1994, page 2 Opposition reduces gap The federal Coalition has narrowed 'the gap on the Government to just two points in the latest Bulletin-AGB McNair poll. The poll, to be published in this week's edition of The Bulletin, shows the Government with 43 per cent, down two points, and the Opposition 41 per cent, up one. Prime Minister Paul Keating's approval rating remained steady on 33 per cent. Dr Hewson's performance rating was up one point from 20 per cent to 21 per cent.…",https://trove.nla.gov.au/newspaper/article/118210797
118213937,1994-05-26,The Canberra Times (ACT : 1926 - 1995),Hewson's softer role,AGB McNair,"…esterday which put him 9 percentage points ahead of the Prime Minister, Paul Keating. The poll also put the Coalition 19 percentage points ahead of the Government. In contrast, an AGB McNair poll published in The Bulletin, taken in the lead-up to the Liberal leadership ballot, put the Government ahead by 4 percentage points. Also yesterday, Dr Hewson continued to express concern that the Liberal Party should not be dominated by Victoria — a reference to senior Victorian Liberals who backed Mr Downer in the leadership — and said he was disappointed by Opposition defence spokesman and his one-time deputy, Peter Reith who, in part, precipitated the lead- i ership spill. ""Thi…",https://trove.nla.gov.au/newspaper/article/118213937
118259643,1994-08-01,The Canberra Times (ACT : 1926 - 1995),Party outdated: Hewson,AGB McNair,"…to the 1993 election defeat and seeking to drop substantive policy in favour of looking ""warm and fuzzy [to] try and get across the line"". His comments came as the latest Bulletin AGB McNair poll showed the margin between the ALP and the Co-alition narrowing. The ALP's support rose one point to 41 per cent; the Co-alition fell three points to 45 per cent. Mr Downer's lead over the Prime Minister, Paul Keating, as preferred prime minister also slipped, down one point to 41 per cent. Mr Keating gained three points to 36 per cent. In mid-July, Mr Downer had a nine point lead over Mr Keating. But the Time Morgan poll showed Mr Downer consolidating his lead as preferred prime…",https://trove.nla.gov.au/newspaper/article/118259643
118292407,1994-10-19,The Canberra Times (ACT : 1926 - 1995),IN BRIEF Photographer safe and well,AGB McNair,"…the capi tal, its tourism product and its tourism industry over the past two years"". Bulletin poll Labor has outpolled the Coali tion in 11 of 12 key policy areas, according to an AGB McNair poll published in this week's Bulletin. magazine. The only area in which the Co alition scored best was economic management with 36 per cent of respondents supporting it com pared with 33 per cent for the Government. Toyota winner Iris Montero, of Charnwood, won the Canberra Times Direct Toyota Camry Draw and received a Toyota Camry CSI valued at $32,081. She was presented with the car by Lachlan Amifield, of The Canberra Times Cannons, and Keith Taske, of Canberra Toyota. Priest jail…",https://trove.nla.gov.au/newspaper/article/118292407
118293569,1994-10-24,The Canberra Times (ACT : 1926 - 1995),Lib leader given six months to perform,AGB McNair,"…n a political wilderness, while a prominent business leader called into question its ability to explain where it stands. Mr Downer's rating in the polls also remains low, with the AGB McNair Bulletin poll showing his support level has risen only 1 point from the low of 23 per cent recorded earlier in the month. However, when voting intentions were polled, the ratings of the Prime Minister and his Government fell and the Coalition moved up to.be only three points ; behind the Government's 44 per 'cent.', Mr Greiner was reported in The Sunday Telegraph as saying Mr Downer had only six months to reposition the party effectively to attract swinging voters, or the party would…",https://trove.nla.gov.au/newspaper/article/118293569
130535055,1994-11-02,The Canberra Times (ACT : 1926 - 1995),NSW ALP holds on to lead: poll,AGB McNair,"…dnesday 2 November 1994, page 6 NSW ALP holds on to lead: poll SYDNEY: For the third con secutive month, the NSW ALP has edged out the Coalition as the preferred party, the latest AGB McNair Bulletin poll re- veals. Conducted during Septem-ber and October, the poll shows steady support for La-bor at 45 per cent with sup-port for the Fahey Govern-ment up one percentage point at 41 per cent. The ALP result was despite the resignation of Peter An-derson from the Opposition frontbench. But only 29 per cent of vot-ers nominated the Opposition Leader, Bob Carr, as preferred premier — down 3 per cent and 26 points behind the Pre-mier, John Fahey. A total of 55 per cent of vot-er…",https://trove.nla.gov.au/newspaper/article/130535055
133336840,1995-02-20,The Canberra Times (ACT : 1926 - 1995),Green is the colour of the future IRVING SAULWICK analyses the results of several polls and finds that a large number of Australians give protecting the environment top priority.,AGB McNair,"…(ACT : 1926 - 1995), Monday 20 February 1995, page 13 Green is the colour of the future INFORMED observers and poli-i ticians should not be surprised by the findings of the latest AGB McNair Doll published on Wed nesday, February 15, in The Age and 'The Sydney Morning Herald. Tlie Figures suggest, that the Australian electorate still takes essentially a Green stance in the debate about forests and the timber industry. They show that 63% of voters are opposed to logging in ""natural forests that have not been logged before"" and that 45% support but 43% oppose logging ""natural forests that have been logged before"". The figures also show that ""only one in four... were more co…",https://trove.nla.gov.au/newspaper/article/133336840
127528207,1995-06-02,The Canberra Times (ACT : 1926 - 1995),Let youth feast on policy not on showbiz,AGB McNair,"…ies to attract young voters is not translating into specific policies. It is not hope young people are lacking, but any real policies for improvement. It is little wonder that one AGBMcNair poll showed 93 per cent of young people did not trust politicians and most believed that their concerns were not taken seriously by decision makers. In one survey, Zoom!, commissioned by Loud Advertising, young Australians are described as ""enormously irreverent, cynical and lack[ing] any respect for authority"". At least Senator Campbell has acknowledged this cynicism, which is more than the Prime Minister is prepared to do. On Triple J, Keating said he could not understand why young p…",https://trove.nla.gov.au/newspaper/article/127528207
128285499,1995-07-05,The Canberra Times (ACT : 1926 - 1995),Further strife hits WA Libs,AGB McNair,"…wer that the resignations in Moore had been ""stage-managed"" by Mr Filing and his supporters. Dr Honey's position may have been further undermined yester-day with publication of an AGB-McNair poll in The Age and The Sydney Morning Herald which re-ported a dramatic 15 per cent drop in federal Coalition support in the West, where it now leads by a narrow 41-37 per cent. (The AGB McNair Poll found that, nationally. Labor had nar-rowed the Coalition's lead from 10 percentage points to four, to 44-40, over the past two weeks, partly because of the swing in the West and, more spectacularly, in Queensland, where Labor had come from 19 points behind to four points ahead. Newspoll,…",https://trove.nla.gov.au/newspaper/article/128285499
128288157,1995-07-18,The Canberra Times (ACT : 1926 - 1995),Waller 'perfect' for heroin probe,AGB McNair,"…position after looking at all the evidence"". A poll published in The Syd-ney Morning Herald recently showed that 41 per cent were in favour of a trial and 54 per cent opposed. The AGB McNair poll asked if people would be in fa-vour of a trial if it was conduct ed in their state. The proposed trial will be lim-ited to those already on the ACT methadone program, and who have lived in the ACT since Picture: GRAHAM TIDY Former NSW state coroner Kevin Waller at yesterday's announcement that he will head the heroin task force. 1993. The Government has also made it clear that it is contin-gent on the results of Mr Wal-ler's committee, on federal fund-ing and the backing of a maj…",https://trove.nla.gov.au/newspaper/article/128288157
128288467,1995-07-20,The Canberra Times (ACT : 1926 - 1995),Goss might still hold government,AGB McNair,Goss might still hold government AGB McNair…,https://trove.nla.gov.au/newspaper/article/128288467
127279848,1995-09-09,The Canberra Times (ACT : 1926 - 1995),Saturday FORUM Learning to live with Jeff,AGB McNair,"…Tricontinental merchant bank which led to the sale of the State Bank, the scandals embroiling the state-run Victorian Economic Development Corporation. The latest opinion poll, by AGB McNair in The Age, shows the Government maintaining a ninepoint lead over the Opposition, with Kennett miles ahead of Opposition Leader John Brumby as preferred Premier. The, next election is likely sometime in the next six months. The ALP might claw back a few of its ""natural"" seats, but opinion is that Jeff will be back so there will be plenty of scope for more Jeffing over the next four years. * Denis Muller is a Senior Research Associate in the Centre for Public Policy at the University…",https://trove.nla.gov.au/newspaper/article/127279848
127283056,1995-09-22,The Canberra Times (ACT : 1926 - 1995),PM tries to shore up marable,AGB McNair,"…Labor backbenchers bemused, sceptical and worried-. The most recent surveys of federal voting intentions, published last week, certainly contain very little comfort for Labor. The AGB McNair poll in The Sydney Morning Herald and The Age had the Coalition 13* points ahead on primary vote (48 per cent to 35). Newspoll in The Australian was better, but still bad, putting the Coalition, on 46 per cent, seven points ahead. The Bulletin's Morgan Poll of federal voting intentions had the Coalition in front by nine points (47 per cent to 38). This week the pollsters have had more bad news for Keating. Newspoll reported that the Coalition was now considered better able to deal wit…",https://trove.nla.gov.au/newspaper/article/127283056
130566930,1995-10-28,The Canberra Times (ACT : 1926 - 1995),"Saturday FORUM DENIS MULLER lists death, sabotage and character assassination in Victoria's venomous game of politics Life with Jeffrey will never be dull | STATE OF THE STATES A New Series This week: VICTORIA",AGB McNair,"…infully faced up to its past fail-ures of economic policy, but it clearly has not yet re-established in the eyes of the electorate its credentials to govern. The latest polls - by AGB McNair last month and Morgan this month — indicate that sup-port for the parties has hardly changed since the election in Oc-tober, 1992, which swept Jeff Ken-nett to power. On that occasion there was a swing of 5.77 per cent against Labor. To get back in, it needs a uniform swing of 7.6 per cent That is huge by Australian standards, and the reality is that it just will not happen. So for the Liberals at the state level, life is fairly comfortable, ihey are not so unrealistic as to think the…",https://trove.nla.gov.au/newspaper/article/130566930
133920241,1995-12-16,The Canberra Times (ACT : 1926 - 1995),Davies gets dumped by Qld Labor,AGB McNair,…Mooney or former mayor Mike Reynolds. Last night's special meeting coincided with a poll in the Mundingburra electorate which showed the Liberals hold a slim lead over Labor. The AGB McNair poll has the Liberals with 51 per cent and Labor on 49 per cent support on a two-party-preferred basis. It also found the Green vote has collapsed to three per cent from more than 11 per cent at the July state election.…,https://trove.nla.gov.au/newspaper/article/133920241
